"ID","PMNNO","ACCNO","GENERIC NAME","FL"
8902,"P910609",120593,"Alkyl grignard reagent (PROVISIONAL)","P"
8903,"P910612",174335,"Polydimethylsiloxane (PROVISIONAL)","P; XU"
8904,"P910613",148095,"Polydimethylsiloxane (PROVISIONAL)","P; XU"
8905,"P910617",120877,"Polymethacrylate derivative with trimethylpropylammonium group (PROVISIONAL)","P; XU"
8906,"P910618",123387,"Polymethacrylate derivative with sulfonate group (PROVISIONAL)","P; XU"
8907,"P910620",122759,"Polyester polyurethane (PROVISIONAL)","P; XU"
8908,"P910623",128213,"Amino ester (PROVISIONAL)","P"
8909,"P910624",142780,"Aqueous oligomeric silane solution with amino and vinyl (PROVISIONAL)","P; XU"
8910,"P910629",176422,"Alkyl sulfosuccinamide, sodium salt (PROVISIONAL)","P"
8911,"P910629",95637,"Alkyl sulfosuccinamide, sodium salt (PROVISIONAL)","P"
8912,"P910630",168651,"Carboxylic acid derivative (PROVISIONAL)","P"
8913,"P910633",124584,"Polyether (PROVISIONAL)","P; XU"
8914,"P910638",156844,"Ethyl alkenoate (PROVISIONAL)","P"
8915,"P910640",262023,"Neutralized condensation polymer of aromatic sulfonic acid and urea/triazine-formaldehyde resin (PROVISIONAL)","P; XU"
8916,"P910645",125485,"Polymer of bis(dicarboxylic carbomonocyclic) ketone dianhydride, bis(4-aminophenyl) derivative and amino carbomonocyclic trimethoxy silane (PROVISIONAL)","P; XU"
8917,"P910646",128699,"Polysubstituted acrylic copolymer latex (PROVISIONAL)","P; XU"
8918,"P910652",158475,"Modified acid functional acrylic polymer (PROVISIONAL)","P; XU"
8919,"P910653",177732,"Nylon copolymer (PROVISIONAL)","P; XU"
8920,"P910654",132480,"Brominated polyimide (PROVISIONAL)","P; XU"
8921,"P910656",128053,"Substituted alkane anilide (PROVISIONAL)","P"
8922,"P910657",125407,"Substituted alkylbenzene (PROVISIONAL)","P"
8923,"P910658",125612,"Organopolysiloxane (PROVISIONAL)","P; XU"
8924,"P910661",126693,"Substituted alkenylheterocyclic benzoic acid (PROVISIONAL)","P"
8925,"P910669",127129,"Silicone polymer (PROVISIONAL)","P; XU"
8926,"P910669",226030,"Silicone polymer (PROVISIONAL)","P; XU"
8927,"P910670",125714,"Fluorinated telomer (PROVISIONAL)","P; XU"
8928,"P910672",124619,"Organopolysiloxane (PROVISIONAL)","P; XU"
8929,"P910673",124051,"Polyether polyol (PROVISIONAL)","P; XU"
8930,"P910674",165436,"Rosin ester phenolic modified (PROVISIONAL)","P; XU"
8931,"P910676",95739,"Polymeric product of reactions of epoxy with organic acids and organic anhydrides (PROVISIONAL)","P; XU"
8932,"P910677",121041,"Polymeric product of reactions with organic acids and organic anhydrides (PROVISIONAL)","P; XU"
8933,"P910679",130962,"(Disubstituted hydroxypolycycle) (alkylacetoxypolycycle)substitutedheteropolycycle (PROVISIONAL)","P"
8934,"P910680",207751,"Polyurethane (PROVISIONAL)","P; XU"
8935,"P910680",120297,"Polyurethane (PROVISIONAL)","P; XU"
8936,"P910685",128166,"Rosin modified phenolic resin (PROVISIONAL)","P; XU"
8937,"P910686",126013,"Vinyl heteromonocycle polymer with mixed alkenes (PROVISIONAL)","P; XU"
8938,"P910687",153992,"Sulfonic acid alkylaryl, calcium salts, overbased (PROVISIONAL)","P; XU"
8939,"P910691",122635,"Fluoroalkyl silane (PROVISIONAL)","P"
8940,"P910698",159398,"Polymer of alkanedioic acid, alkane glycols, diisocyanatomethylbenzene, and hydroxy alkyl acrylate ester (PROVISIONAL)","P; XU"
8941,"P910713",171734,"Olefinic alcohol (PROVISIONAL)","P"
8942,"P910720",120639,"Modified rosin ester amide (PROVISIONAL)","P; XU"
8943,"P910721",148277,"Modified rosin ester amide, ammonium salt (PROVISIONAL)","P; XU"
8944,"P910733",128371,"Copolymer of acrylic and methacrylic esters (PROVISIONAL)","P; XU"
8945,"P910734",127867,"Copolymer of methacrylic acid modified polyacrylate (PROVISIONAL)","P; XU"
8946,"P910736",129863,"Copolymer of alkaenoic acid alkyd ester, substituted acrylonitrile and acrylonitrile, crosslinked (PROVISIONAL)","P; XU"
8947,"P910740",162891,"Acid functional aliphatic polyester (PROVISIONAL)","P"
8948,"P910740",98670,"Acid functional aliphatic polyester (PROVISIONAL)","P"
8949,"P910743",120048,"Fatty acid ester (PROVISIONAL)","P"
8950,"P910744",126864,"Modified acrylic resin (PROVISIONAL)","P; XU"
8951,"P910757",162266,"Alkyldialkoxysilane (PROVISIONAL)","P"
8952,"P910759",128735,"Vinyl acetate amide polymer (PROVISIONAL)","P; XU"
8953,"P910765",132173,"Polysulfide polymer (PROVISIONAL)","P; XU"
8954,"P910766",139390,"Polyoxyalkylene polyester urethane block polymer (PROVISIONAL)","P; XU"
8955,"P910766",180859,"Polyoxyalkylene polyester urethane block polymer (PROVISIONAL)","P; XU"
8956,"P910767",164513,"Copolymer of butylmethacrylate, hydroxyethylmethacrylate ester and a heterocyclic vinyl compound (PROVISIONAL)","P; XU"
8957,"P910773",127776,"Fatty acids, polymer with polyols and aromatic carboxylic acids (PROVISIONAL)","P; XU"
8958,"P910779",157654,"Aromatic acid phosphate, compound with amine (PROVISIONAL)","P"
8959,"P910779",97462,"Aromatic acid phosphate, compound with amine (PROVISIONAL)","P"
8960,"P910781",121176,"Polyamic acid (PROVISIONAL)","P; XU"
8961,"P910784",163043,"Chlorinated diene polymer (PROVISIONAL)","P; XU"
8962,"P910785",127265,"Organosiloxane (PROVISIONAL)","P"
8963,"P910786",126660,"Organosiloxane (PROVISIONAL)","P"
8964,"P910786",92194,"Organosiloxane (PROVISIONAL)","P"
8965,"P910787",129976,"Acrylonitrile, butadiene rubber (PROVISIONAL)","P; XU"
8966,"P910788",128075,"Hydrogenated acrylonitrile, butadiene rubber (PROVISIONAL)","P; XU"
8967,"P910789",145416,"Silicone silicate resin (PROVISIONAL)","P; XU"
8968,"P910790",137623,"Quaternized aminopolymer (PROVISIONAL)","P; XU"
8969,"P910791",121029,"Modified aliphatic phosphite esters (PROVISIONAL)","P"
8970,"P910796",133676,"Unsaturated polyurethane (PROVISIONAL)","P; XU"
8971,"P910802",156366,"High solids modified alkyd (PROVISIONAL)","P; XU"
8972,"P910803",129330,"C16-18 and C18-unsaturated fatty acids, polymer with tetra hydroxyalkane, alkane triols, alkane triol ether, carboxylic acid anhydride, cyclic carboxylic acid and cyclic carboxylic acid anhydride (PROVISIONAL)","P; XU"
8973,"P910804",121596,"Silyl phosphate (PROVISIONAL)","P"
8974,"P910805",120913,"Silyl phosphate (PROVISIONAL)","P"
8975,"P910806",125634,"Polyoxyalkylene glycol ether (PROVISIONAL)","P; XU"
8976,"P910808",122486,"Modified alkyd resin (PROVISIONAL)","P; XU"
8977,"P910810",129283,"Polyester isocyanate prepolymer (PROVISIONAL)","P; XU"
8978,"P910811",139505,"Hybrid polyurethane (PROVISIONAL)","P; XU"
8979,"P910816",129056,"Homopolymer of 4-ethenylphenol plus initiator end groups/fragments (PROVISIONAL)","P; XU"
8980,"P910817",172624,"Ethenylbenzene-2-propenenitrile copolymer","P; XU"
8981,"P910818",143896,"Alkyl-di(alkyloxyhydroxypropyl)derivative, phosphoric acid esters","P; S"
8982,"P910819",137145,"Polymethacrylate derivative with Reactive Blue 2 (PROVISIONAL)","P; XU"
8983,"P910820",148993,"Polymethacrylate derivative with Reactive Red 120 (PROVISIONAL)","P; XU"
8984,"P910821",120424,"Cresol novolak resin (PROVISIONAL)","P; XU"
8985,"P910825",146362,"2-(Hydroxypropyl)-trimethylammonium chloride ether, 3-(2-hydroxypropoxy)propyltrimethoxy derivative amylopectin ether (PROVISIONAL)","P; XU"
8986,"P910829",124288,"Diazonaphthoquinone sulfonic esters (PROVISIONAL)","P"
8987,"P910830",124084,"Diazonaphthoquinone sulfonic ester (PROVISIONAL)","P"
8988,"P910833",147172,"Carbomonocyclic carboxylic acid, reaction product with polyalkylenepolyamine polyalkyl sulfate salt (PROVISIONAL)","P; XU"
8989,"P910837",220054,"Aromatic polyether polyurethane (PROVISIONAL)","P; XU"
8990,"P910837",122362,"Aromatic polyether polyurethane (PROVISIONAL)","P; XU"
8991,"P910838",171063,"Salt of cyclodiamine and mineral acid","P; S"
8992,"P910839",173672,"Substituted alkyl amide (PROVISIONAL)","P"
8993,"P910840",177118,"Substituted alkyl amide (PROVISIONAL)","P"
8994,"P910847",120582,"Polyamide resin (PROVISIONAL)","P; XU"
8995,"P910851",170979,"Phenoplastic sulfonic acid salt (PROVISIONAL)","P; XU"
8996,"P910852",123796,"Polymer of methyl methacrylate with mixed alkyl methacrylates (PROVISIONAL)","P; XU"
8997,"P910862",246903,"Capped polyurea (PROVISIONAL)","P; XU"
8998,"P910865",122533,"Linear polyurethane macromer (PROVISIONAL)","P; XU"
8999,"P910868",126386,"Polyurethane copolymer polyol (PROVISIONAL)","P; XU"
9000,"P910874",147649,"Polyolefin aminoester (PROVISIONAL)","P; XU"
9001,"P910876",155921,"Thermosetting acrylic resin-amine salted (PROVISIONAL)","P; XU"
9002,"P910884",125781,"Polyester resin solution (PROVISIONAL)","P; XU"
9003,"P910886",132195,"Styrenated methacrylate polymer (PROVISIONAL)","P; XU"
9004,"P910891",121121,"Polyether modified polyisocyanate, reaction product with a diamine (PROVISIONAL)","P; XU"
9005,"P910891",92650,"Polyether modified polyisocyanate, reaction product with a diamine (PROVISIONAL)","P"
9006,"P910892",128746,"Polysiloxane polyoxyalkylene ether (PROVISIONAL)","P; XU"
9007,"P910894",139607,"Acrylated polyester urethane (PROVISIONAL)","P; XU"
9008,"P910897",127367,"Polyethylene glycol diester of a modified saturated fatty acid (PROVISIONAL)","P; XU"
9009,"P910900",138160,"Alkylnaphthalene sulfonic acid, isohexane diamine salt (PROVISIONAL)","P"
9010,"P910904",124857,"Tetrakisazo naphthalene sulfonic azo acid dyestuff (PROVISIONAL)","P"
9011,"P910907",124006,"Sulfonated naphthalene monochlorotriazin diazo dyestuff (PROVISIONAL)","P"
9012,"P910909",121654,"Sulfonated naphthalene monochloro triazin diazo dyestuff (PROVISIONAL)","P"
9013,"P910910",122599,"Pyrozolic disazo monochloro triazin dyestuff (PROVISIONAL)","P"
9014,"P910916",121030,"Tetrakisazo naphthalene azo dyestuff (PROVISIONAL)","P"
9015,"P910917",121074,"Epoxidized polyaromatic resin (PROVISIONAL)","P; XU"
9016,"P910920",273462,"Partially neutralized lightly crosslinked poly-2-propenoic acid (PROVISIONAL)","P; XU"
9017,"P910921",133198,"Urethane modified alkyd resin (PROVISIONAL)","P; XU"
9018,"P910922",150868,"Maleic imide modified rosin phenolic resin (PROVISIONAL)","P; XU"
9019,"P910927",122657,"Substituted polyoxyalkyl aromatic amine tint (PROVISIONAL)","P; XU"
9020,"P910931",158055,"Unsaturated Polyurethane (PROVISIONAL)","P; XU"
9021,"P910932",90427,"Modified acrylate methacrylate polymer (PROVISIONAL)","P; XU"
9022,"P910933",121870,"Amine reacted polymer of an aliphatic isocyanate with a polycaprolactone diol (PROVISIONAL)","P; XU"
9023,"P910936",140615,"Epoxy modified polyester polymer (PROVISIONAL)","P; XU"
9024,"P910948",166359,"Complex phenyl aliphatic ester sulfonic acid (PROVISIONAL)","P"
9025,"P910949",177298,"Aryl sulfonate esters salts (PROVISIONAL)","P; XU"
9026,"P910951",177492,"Polystyrene copolymer (PROVISIONAL)","P; XU"
9027,"P910952",134497,"Vinyl chloride polymer with saturated and unsaturated esters of carboxylic acids and substituted alkene amide (PROVISIONAL)","P; XU"
9028,"P910956",124357,"Sulfonated naphthalene monochlorotriazin disazo dyestuff (PROVISIONAL)","P"
9029,"P910963",121905,"Reaction product of aliphatic diisocyanate, polylactone polyol and alkyl hydroxy acrylate (PROVISIONAL)","P; XU"
9030,"P910964",152024,"Acrylic urethane modified epoxy ester polymer (PROVISIONAL)","P; XU"
9031,"P910965",128268,"Organopolysiloxane (PROVISIONAL)","P; XU"
9032,"P910967",121143,"Modified organosiloxane (PROVISIONAL)","P"
9033,"P910968",160679,"Silylated polyazamide (PROVISIONAL)","P; XU"
9034,"P910969",128940,"Infra-red absorber (PROVISIONAL)","P"
9035,"P910971",123376,"Substituted phenol, polymer with epoxy resin, C18 fatty acids and cyclic carboxylic acid anhydride (PROVISIONAL)","P; XU"
9036,"P910972",141607,"Polyester resin of aryldicarboxylic acids, alkane diols and dimericfatty acids (PROVISIONAL)","P; XU"
9037,"P910974",124506,"Hydroxy functional acrylic polymer (PROVISIONAL)","P; XU"
9038,"P910985",178815,"Caprolactone modified acrylic copolymer (PROVISIONAL)","P; XU"
9039,"P910989",139209,"Unsaturated polyester (PROVISIONAL)","P; XU"
9040,"P910991",126137,"Copolymer of acrylic acid, acrylamide, styrene and acrylic esters (PROVISIONAL)","P; XU"
9041,"P910994",137247,"Quasiprepolymer of isophorone diisocyanate (PROVISIONAL)","P; XU"
9042,"P911003",129590,"Aqueous polyurethane dispersion (PROVISIONAL)","P; XU"
9043,"P911016",123161,"Mixed tall oil fatty acids/polyamine condensate (PROVISIONAL)","P"
9044,"P911020",149781,"Mixed tall oil fatty acids polyamine condensate (PROVISIONAL)","P; XU"
9045,"P911046",123285,"Mixed tall oil fatty acids/polyamine condensate, acetate salt (PROVISIONAL)","P"
9046,"P911050",161310,"Mixed tall oil fatty acids, polyamine condensate, acetate salt (PROVISIONAL)","P; XU"
9047,"P911077",149872,"Acrylates of aliphatic polyol (PROVISIONAL)","P"
9048,"P911079",150299,"Substituted phenylazoalkylphenol (PROVISIONAL)","P"
9049,"P911080",162142,"Isophorone diisocyanate type polyurethane (PROVISIONAL)","P; XU"
9050,"P911082",150506,"Amine terminated polyurethane (PROVISIONAL)","P; XU"
9051,"P911083",123854,"Aluminum isopropoxide, reaction products with alcohol and ester (PROVISIONAL)","P"
9052,"P911085",121198,"Polyester resin (PROVISIONAL)","P; XU"
9053,"P911086",275651,"Polymer of disodium maleate, allyl ether, and ethylene oxide","E; P; S"
9054,"P911087",171143,"Polyurethane resin (PROVISIONAL)","P; XU"
9055,"P911092",125214,"Sulfurized liquid wax esters (PROVISIONAL)","P"
9056,"P911094",151678,"Halogenated substituted ethylene copolymer (PROVISIONAL)","P; XU"
9057,"P911098",132388,"Acrylate-acrylamido derivative copolymer (PROVISIONAL)","P; XU"
9058,"P911099",125496,"Acrylate-acrylamido derivative copolymer (PROVISIONAL)","P; XU"
9059,"P911100",129103,"Modified perfluoropolyoxyalkane (PROVISIONAL)","P; XU"
9060,"P911111",144617,"Polymer of alkane polyols, phthalic anhydride, benzenedicarboxylic acid and alkanedioic acid (PROVISIONAL)","P; XU"
9061,"P911118",170060,"Substituted benzophenone acetate ester (PROVISIONAL)","P"
9062,"P911119",138671,"Acrylic solution resin (PROVISIONAL)","P; XU"
9063,"P911120",139812,"Methylenebis(4-cyclohexylisocyanate), polymer with polyether polyols (PROVISIONAL)","P; XU"
9064,"P911121",126046,"Polyoxyalkylene polyester urethane block copolymer (PROVISIONAL)","P; XU"
9065,"P911121",212169,"Polyoxyalkylenes polyester urethane block copolymer (PROVISIONAL)","P; XU"
9066,"P911122",121212,"[(Dialkylcarbomonocyclic)amino]xanthylium salt, methylheteromonocyclic, phenylheteromonocyclic formal polymer acid salt (PROVISIONAL)","P"
9067,"P911130",126455,"Alkane diol, polymer with hydroxy substituted alkane, cyclic carboxylic acid, hydroxy substituted carboxylic acid and cyclic isocyanate (PROVISIONAL)","P; XU"
9068,"P911132",128893,"Styrene acrylic polyelectrolyte amine salt (PROVISIONAL)","P; XU"
9069,"P911133",125134,"Styrene acrylic polyelectrolyte amine salt (PROVISIONAL)","P; XU"
9070,"P911134",125598,"Styrene acrylic polyelectrolyte amine salt (PROVISIONAL)","P; XU"
9071,"P911135",122282,"Styrene acrylic polyelectrolyte amine salt (PROVISIONAL)","P; XU"
9072,"P911136",120059,"Styrene acrylic polyelectrolyte amine salt (PROVISIONAL)","P; XU"
9073,"P911137",141812,"Styrene acrylic polyelectrolyte amine salt (PROVISIONAL)","P; XU"
9074,"P911138",177130,"Styrene acrylic polyelectrolyte amine salt (PROVISIONAL)","P; XU"
9075,"P911139",177765,"Styrene acrylic polyelectrolyte amine salt (PROVISIONAL)","P; XU"
9076,"P911140",147490,"Styrene acrylic polyelectrolyte amine salt (PROVISIONAL)","P; XU"
9077,"P911142",124788,"Polyester urethane amine salt (PROVISIONAL)","P; XU"
9078,"P911143",176977,"Acrylic copolymer (PROVISIONAL)","P; XU"
9079,"P911145",174686,"Polyester polyurethane (PROVISIONAL)","P; XU"
9080,"P911147",124824,"Pyrrolpyrrol (PROVISIONAL)","P"
9081,"P911149",156786,"Cresol novolak resin (PROVISIONAL)","P; XU"
9082,"P911152",123729,"Organopolysiloxane (PROVISIONAL)","P; XU"
9083,"P911153",167227,"Organopolysiloxane","P; XU"
9084,"P911159",163714,"Polyether sulfonamide (PROVISIONAL)","P; XU"
9085,"P911160",129749,"Amine mono and di-dodecyl phenoxy benzene sulfonate (PROVISIONAL)","P"
9086,"P911164",123569,"Hindered amine carboxylate (PROVISIONAL)","P"
9087,"P911166",166655,"Alkanedioic acid, polymer with alkanediol, alkanetriol, cyclohexyl isocyanate, and methyl polyglycol (PROVISIONAL)","P; XU"
9088,"P911169",120979,"hydrogenated dimerized C18 unsaturated fatty acid, hexamethylene diamine, alkane diamine, acid functional hydrocarbon, sebacic acid copolymer (PROVISIONAL)","P; XU"
9089,"P911170",129965,"Siloxanes and Silicones, di-Me, aryl stopped (PROVISIONAL)","P; XU"
9090,"P911171",138535,"Polysiloxane bisphenol-A copolycarbonate (PROVISIONAL)","P; XU"
9091,"P911171",91328,"Polysiloxane bisphenol-A copolycarbonate (PROVISIONAL)","P; XU"
9092,"P911172",129614,".alpha.-Alkene copolymer (PROVISIONAL)","P; XU"
9093,"P911174",120311,"Polyurethane resin (PROVISIONAL)","P; XU"
9094,"P911176",143136,"Polyester urethane blocked polymer (PROVISIONAL)","P; XU"
9095,"P911176",194775,"Polyester urethane blocked polymer (PROVISIONAL)","P; XU"
9096,"P911189",155465,"Acrylic copolymer (PROVISIONAL)","P; XU"
9097,"P911190",170219,"Substituted dichlorobenzothiazole","P"
9098,"P911190",96378,"Substituted dichlorobenzothiazole","P"
9099,"P911191",149907,"Substituted dichlorobenzothiazole","P"
9100,"P911191",94076,"Substituted dichlorobenzothiazole","P"
9101,"P911197",120026,"Epoxidized polyaromatic resin (PROVISIONAL)","P; XU"
9102,"P911205",127594,"Substituted polyoxyalkylated aromatic amine methylium salt (PROVISIONAL)","P; XU"
9103,"P911208",121687,"Vinyl ether terminated urethane (PROVISIONAL)","P; XU"
9104,"P911210",143410,"Aliphatic polyisocyanate","E; P; S"
9105,"P911211",120402,"Disubstituted benzene sulfonic acid salt (PROVISIONAL)","P"
9106,"P911212",129454,"Disubstituted benzene sulfonic acid salt (PROVISIONAL)","P"
9107,"P911213",123832,"Reaction product of alkyl thioalcohol, substituted alcohol, and substituted phosphite (PROVISIONAL)","P"
9108,"P911215",120231,"Complex boron catalyst (PROVISIONAL)","P"
9109,"P911216",120219,"Acrylic copolymer (PROVISIONAL)","P; XU"
9110,"P911218",149043,"Modified maleated rosin (PROVISIONAL)","P"
9111,"P911218",96016,"Modified maleated rosin (PROVISIONAL)","P"
9112,"P911219",91282,"Modified maleated rosin (PROVISIONAL)","P"
9113,"P911221",155012,"Modified maleated rosin, calcium, magnesium and zinc salts (PROVISIONAL)","P; XU"
9114,"P911222",176580,"Modified maleated rosin, calcium, magnesium and zinc salts (PROVISIONAL)","P; XU"
9115,"P911223",120731,"Modified maleated rosin, calcium, magnesium and zinc salts (PROVISIONAL)","P; XU"
9116,"P911224",146486,"Modified maleated rosin, calcium, magnesium and zinc salts (PROVISIONAL)","P"
9117,"P911226",140422,"Dimer diol (PROVISIONAL)","P"
9118,"P911228",134066,"Dihydroheteropolycycle (PROVISIONAL)","P"
9119,"P911230",166746,"Polyurethane elastomer (PROVISIONAL)","P; XU"
